,tweet,tweet_clean
7138,"USER USER USER Anda yg""DUNGU""(minjem kta2 andalan ""profesor"" junjunganmu) cba sbutkan slah satu kritik dr rocky gerung? Kritik lho ya bukan nyinyir,sindiran,dan sbutan2 yg GAK BERMUTU lainnya cba sy tnya,klo yg jadi presiden si wowo kira2 sikapny sm gk",anda yg dungu minjem kta  andalan profesor junjunganmu cba sbutkan slah satu kritik dr rocky gerung kritik lho ya bukan nyinyir sindiran dan sbutan  yg gak bermutu lainnya cba sy tnya klo yg jadi presiden si wowo kira  sikapny sm gk
7139,USER Narkoba dr cina...; Dosen dr cina...; Hutang dr cina...; TKA dr cina...; Klo sampe 2periode sy yakin; Kurikulum nanti pun dr cina! ; Salam; #2019GantiPresiden,narkoba dr cina dosen dr cina hutang dr cina tka dr cina klo sampe  periode sy yakin kurikulum nanti pun dr cina salam
7140,"USER USER USER wanda di mcu di nerf abis, sebel w, ya semuanya kena nerf sih, tapi wanda culun banget setingkat harry potret doi'",wanda di mcu di nerf abis sebel w ya semuanya kena nerf sih tapi wanda culun banget setingkat harry potret doi
7141,GANYANG PKI?rasakan URL,ganyang pki rasakan url
7142,USER yeu kampang lu main twt juga',yeu kampang lu main twt juga
7143,Pilihan saya Jokowi,pilihan saya jokowi
7144,Berjilbab artinya tunduk patuh pada Allah SWT yang menghalalkan ramasan yang berarti melegalkan korupsi,berjilbab ainya tunduk patuh pada allah swt yang menghalalkan ramasan yang berai melegalkan korupsi
7145,USER bacot lo. -jkt',bacot lo jkt
7146,USER USER Emg ga aneh liat biksu belajar budha di Mesir dr seorang syeikh/masaikh?\n\nEmg ga aneh pendeta belajar kristen di Saudi dr ulama?',emg ga aneh liat biksu belajar budha di mesir dr seorang syeikh masaikh emg ga aneh pendeta belajar kristen di saudi dr ulama
7147,RT USER: #RETWEET \nHijab Sangek Pengen Dientot\n\n(Part 1)\n\n#blowjob #kontol #hijab #ngentothijab #sepongkontol \n#sangeberat #san\xe2\x80\xa6',hijab sangek pengen dientot pa  
7148,USER Astaghfirullah kubacanya kmbng kntl. \xf0\x9f\x98\xae',astaghfirullah kubacanya kmbng kntl
7149,"Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini,Â Sabtu (21/4); ; #SebaBaduy2018",warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali beemu dengan gubernur banten wahidin halim hari ini a sabtu     
7150,"18.07 #BeritaSONORA - Presiden Joko Widodo ( Jokowi) akan membuka Indonesia International Motor Show (IIMS) 2018 di JIExpo, Kemayoran, Jakarta Pusat, Kamis (19/4/2018)",      presiden joko widodo jokowi akan membuka indonesia international motor show iims      di jiexpo kemayoran jakaa pusat kamis          
7151,"USER USER Bong..presiden Indonesia di ancam mau d bunuh segala..luh masih bego aja..\nD katain kacung bong!!\nMasa mau jadi kacung smpe 2 priode??\n\nGw bkn warga kolam aja gerah presiden d hina..\nParah luh bong,dukungan luh palsu\xf",bong presiden indonesia di ancam mau d bunuh segala luh masih bego aja nd katain kacung bong nmasa mau jadi kacung smpe   priode n ngw bkn warga kolam aja gerah presiden d hina nparah luh bong dukungan luh palsu xf
7152,masih adakah anak rp yang dongo:)?',masih adakah anak rp yang dongo
7153,"USER USER USER Itu menunjukan nama tempat Bung, bukan entitas agama ""Kristen Jawa\',,,, semisal nama Masjid Islam Jawa, Sunda, Batak dll, kecuali istilah yg terpampang ""Islam Jawa, Islam Jogya , Islam Malaisia, Islam Arab, mungkin m",itu menunjukan nama tempat bung bukan entitas agama kristen jawa semisal nama masjid islam jawa sunda batak dll kecuali istilah yg terpampang islam jawa islam jogya islam malaisia islam arab mungkin m
7154,"2016 ratusan ribu yg mau silaturahim ditinggal ngacir, bahkan hrs merasakan perihnya terkena gas air mata. ; Oh.. Waktu itu msh jauh dr Pilpres 2019.; ; #2019GantiPresiden",     ratusan ribu yg mau silaturahim ditinggal ngacir bahkan hrs merasakan perihnya terkena gas air mata oh waktu itu msh jauh dr pilpres     
7155,"USER Tanpa disadari oleh kita,berarti kita sdh dikelilingi tka ya. Kalau diam2 mrka menyerang kita gimana krna kita kan lemah gak mau melawan,pekerjaan kita di ambil mrkapun kita diam'",tanpa disadari oleh kita berai kita sdh dikelilingi tka ya kalau diam  mrka menyerang kita gimana krna kita kan lemah gak mau melawan pekerjaan kita di ambil mrkapun kita diam
7156,USER Jadi kalau masih mo mt gak kena dare bajingan:3',jadi kalau masih mo mt gak kena dare bajingan  
7157,ooo diganti lagi libur lebaran; 13 - 21; diubah 11 - 20; sama aja.. pasca lebaran nya dikurangi..; masa hari senin harus balik; tgl 18 + 2 hari dijalan kalo ga macet = tgl 20; sama aja itu bego !! ; H + 2 Bakal menumpuk; presiden bego..,ooo diganti lagi libur lebaran       diubah       sama aja pasca lebaran nya dikurangi masa hari senin harus balik tgl      hari dijalan kalo ga macet tgl    sama aja itu bego h   bakal menumpuk presiden bego
7158,Bani taplak kotak-kotak menang...ini pasti konspirasi wahyudi remason!!!',bani taplak kotak kotak menang ini pasti konspirasi wahyudi remason
7159,KULTURAL: PENELITIAN BUDAYA DENGAN PERANGKAT METODOLOGIS; HISTORIS: FAKTA &amp; KESIMPULAN MASA LALU; ETNOLOGI: PENELITIAN PERILAKU MANUSIA; PENELITIAN PRAKTIS: KASUS MIKRO &gt; BERSIFAT BEHAVIORALISTIK,kultural penelitian budaya dengan perangkat metodologis historis fakta kesimpulan masa lalu etnologi penelitian perilaku manusia penelitian praktis kasus mikro bersifat behavioralistik
7160,Setuju pak AR... Fokus #2019GantiPresiden... poros ketiga hanya akan memecah suara PS... Jangan mau dikadali lagi...,setuju pak ar fokus poros ketiga hanya akan memecah suara ps jangan mau dikadali lagi
7161,USER USER USER USER USER USER USER USER USER USER USER USER Di TV ada kok keterangan Menkes . Pd budek ajh kuping ny .',di tv ada kok keterangan menkes pd budek ajh kuping ny
7162,USER USER Cocot rusak',cocot rusak
7163,Khofifah Indar Parawansa Ingin Bangun Tempat Perlindungan Anak #KhofifahParawansa,khofifah indar parawansa ingin bangun tempat perlindungan anak
7164,RT USER: Retweet sayang... Yang mau belajar ngentot sampe pasangan kalian terkencing kencing.',retweet sayang yang mau belajar ngentot sampe pasangan kalian terkencing kencing
7165,USER USER USER Ohh iya ya pan otaknya dh kropos di makan blatung onta \xf0\x9f\x98\x82\xf0\x9f\x98\x8,ohh iya ya pan otaknya dh kropos di makan blatung onta xf  x f x   x   xf  x f x   x 
7166,USER USER emang si ahog itu siapa? prestasi nol besar cuma bisa ngomong TAI.\natau ahog punya rahasia kebusukan rezim ini?',emang si ahog itu siapa prestasi nol besar cuma bisa ngomong tai atau ahog punya rahasia kebusukan rezim ini
7167,RT USER hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok,hei jongos penista agama kami muslim udh bangkit tdk akan dukung jongos ahok
7168,musyrik yg mengantrakan ke kezaliman tutup dengan hafalan quran dan hadis;,musyrik yg mengantrakan ke kezaliman tutup dengan hafalan quran dan hadis
7169,"Bagi cina,RI negara masa depannya.75%tanah dikuasai.siap usir pribumi dg dewa perang USER USER USER",bagi cina ri negara masa depannya    tanah dikuasai siap usir pribumi dg dewa perang
7170,USER AYO DILANJUT KE CERITA NYA',ayo dilanjut ke cerita nya
7171,Pledis buka audisi di cina',pledis buka audisi di cina
7172,USER Harusnya bisa switch kata2nya jd : Kami membagi takjil.. Bukan bom',harusnya bisa switch kata nya jd kami membagi takjil bukan bom
7173,Ini orang goblok kok dipiara sih!!!!! Anjeng',ini orang goblok kok dipiara sih anjeng
7174,Apalagi mereka partai koalisi pendukung pemerintah yg juga diketahui sudah menjalin kerjasama politik dengan partai komunis china,apalagi mereka paai koalisi pendukung pemerintah yg juga diketahui sudah menjalin kerjasama politik dengan paai komunis china
7175,USER Kecebong kemana ya... Presiden dihina dan diancam... diem aja... \n\nAtau mereka bermental kacung semua...',kecebong kemana ya presiden dihina dan diancam diem aja atau mereka bermental kacung semua
7176,USER Di kemendikbud Masa gak Ada orang yang lebih pinteran dikit utk suggest film yg bagus utk ditonton? #2019GantiPresiden #2019GantiPresiden,di kemendikbud masa gak ada orang yang lebih pinteran dikit utk suggest film yg bagus utk ditonton
7177,USER USER Ah cebong mah cuma bisa gitu jawabnya....',ah cebong mah cuma bisa gitu jawabnya
7178,"USER ini aku bicarain sma swasta katolik krn sekolahku dulu gini\n(-) spp mahal, daftar ulang setiap naik kelas dan harus bayar lagi\n\n(+) disiplin, guru niat ngajar, bersih pake banget, fasilitas oke banget, kantin/kafe susananya enak'",ini aku bicarain sma swasta katolik krn sekolahku dulu gini spp mahal daftar ulang setiap naik kelas dan harus bayar lagi disiplin guru niat ngajar bersih pake banget fasilitas oke banget kantin kafe susananya enak
7179,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,
7180,USER Seperti melihat punuk onta',sepei melihat punuk onta
7181,USER AAAAAAAH AKU LEBIH SUKA AVA Kayak ga asing deh serius. terus polisi nya aku tau tuh suka main di film FBI',aaaaaaah aku lebih suka ava kayak ga asing deh serius terus polisi nya aku tau tuh suka main di film fbi
7182,USER USER Pengagum dan pengidola bajingan penista agama msh menjadi ancaman buat demokrasi!\nMereka menghalalkan segala cara utk membalas sakit hati nya !!\nDasar pengecut tu jongos2 mulut jamban !\nKlw ini terus menerus terjadi malah gak sampe 2030 sept yg disam,pengagum dan pengidola bajingan penista agama msh menjadi ancaman buat demokrasi mereka menghalalkan segala cara utk membalas sakit hati nya dasar pengecut tu jongos  mulut jamban klw ini terus menerus terjadi malah gak sampe      sept yg disam
7183,USER tp pelajaran efek jera jg penting biar otak &amp; mulutnya gk ikut2 dgn org2 bloon ngaku pinter.',tp pelajaran efek jera jg penting biar otak mulutnya gk ikut  dgn org  bloon ngaku pinter
7184,"USER Gemuk itu alamiah nder wajar gendutan kalo emg sedang nafsu makan. Dan btw gendut gacuma berasal karna banyak makan, bisa jg hormon, penyakit, genetik dll. Jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se",gemuk itu alamiah nder wajar gendutan kalo emg sedang nafsu makan dan btw gendut gacuma berasal karna banyak makan bisa jg hormon penyakit genetik dll jadi jangan rendah diri dan mungkin bisa sambil olahraga dan jaga pola makan supaya se
7185,"USER USER Yang milih pasti cebong dan para pemghuni dunia gaib tadz, yg biasa kalo komen jorok.'",yang milih pasti cebong dan para pemghuni dunia gaib tadz yg biasa kalo komen jorok
7186,RT USER: Anjir sange ngewe sama cwo straight manly kontol gede minat boking whatsapp 085894931926 jksel only URL,anjir sange ngewe sama cwo straight manly kontol gede minat boking whatsapp              jksel only url
7187,Gubernur Jabar HEBAT!ð???ð???,gubernur jabar hebat d d
7188,"USER USER Kenapa harus bom ya? Kek yg benar nunjukin kita ini siapa. Dgn emabel \xe2\x80\x9cbom\xe2\x80\x9d masih bikin takut org org sbnr nya, apalagi klwr yg menjadi korban.'",kenapa harus bom ya kek yg benar nunjukin kita ini siapa dgn emabel bom masih bikin takut org org sbnr nya apalagi klwr yg menjadi korban
7189,USER Untung satu genk. Untung bukan tanya macam2 ke orang asing \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3',untung satu genk untung bukan tanya macam  ke orang asing
7190,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,
7191,"8) Pada masa itu, setidaknya ada 45 persen dari 4,7 juta warga Bosnia memeluk agama Islam. Sisanya adalah Kristen Ortodoks, Katolik, Protestan, dan lainnya.'",  pada masa itu setidaknya ada    persen dari     juta warga bosnia memeluk agama islam sisanya adalah kristen oodoks katolik protestan dan lainnya
7192,6. Siapa saja klien yang sudah pernah kamu tangani? USER #KUchat,  siapa saja klien yang sudah pernah kamu tangani
7193,"USER Terima kasih Pak Presiden, yg selalu memberikan selamat dgn tulus.....; ; Semoga sehat selalu pak, Allah memberikan yg terbaik kepada pak Jokowi, amin.; ; Salam dua periode....",terima kasih pak presiden yg selalu memberikan selamat dgn tulus semoga sehat selalu pak allah memberikan yg terbaik kepada pak jokowi amin salam dua periode
7194,USER USER USER Berarti rejim jokowi sama saja dong... ganti ah',berai rejim jokowi sama saja dong ganti ah
7195,"responden2 yangg goblok2 belum faham & juga wartawan beritasatu juga goblok, nanti klo anies-sandy sudah memimpin sangat mudah",responden  yangg goblok  belum faham juga waawan beritasatu juga goblok nanti klo anies sandy sudah memimpin sangat mudah
7196,"Akun isinya \xe2\x80\x9canti aseng\xe2\x80\x9d \xe2\x80\x9ctolak aseng\xe2\x80\x9d \xe2\x80\x9cnon-pribumi\xe2\x80\x9d tapi terus ngeluh \xe2\x80\x9citu di Thailand kok banyak negara asing yang bantu, kita di danau Toba kok nggak ada yang bantuin?\xe2\x8",akun isinya xe  x   x canti aseng xe  x   x d xe  x   x ctolak aseng xe  x   x d xe  x   x cnon pribumi xe  x   x d tapi terus ngeluh xe  x   x citu di thailand kok banyak negara asing yang bantu kita di danau toba kok nggak ada yang bantuin xe  x 
7197,"USER Tidak cukup hanya wanita yg baik,bagaimana kalau wanita cacat tapi baik ? Yg dicari baik,cantik dan pintar !'",tidak cukup hanya wanita yg baik bagaimana kalau wanita cacat tapi baik yg dicari baik cantik dan pintar
7198,Presiden RI; ; 1. 1r. Soekarno; 2. 2oeharto; 3. 3J. Habibie; 4. 4bdurrahman Wahid; 5. 5oekarno Putri; 6. 6ambang Yudhoyono; 7. 7oko Widodo; 8. 8ï½?ï½?ï½?ï½?ã??ï½?ï½?ï½?ï½?ï½?ï½?ï½?ï½?,presiden ri    r soekarno    oehao    j habibie    bdurrahman wahid    oekarno putri    ambang yudhoyono    oko widodo    i     i     i     i     a i     i     i     i     i     i     i     i    
7199,USER USER USER USER USER USER USER Picek a matamu',picek a matamu
7200,"Melalui Sedulur Ngaji, semoga Allah ijinkan Gus Ipul Mbak Puti jadi Gubernur dan Wagub Jatim; ; #SedulurNgajiKotaBatu ; #SedulurNgajiJombang; USER; USER; USER; USER; USER; USER; USER",melalui sedulur ngaji semoga allah ijinkan gus ipul mbak puti jadi gubernur dan wagub jatim
7201,"USER sedih ik mba cit, pak bani gmn ya, beliau kan selalu ngasi target NEM tiap taun naik......'",sedih ik mba cit pak bani gmn ya beliau kan selalu ngasi target nem tiap taun naik
7202,"Waktu mata pelajaran Ekonomi di SMP-SMA, bolos mz? Apa remedial? ð?¤£ð?¤£ð?¤£ð?¤£",waktu mata pelajaran ekonomi di smp sma bolos mz apa remedial
7203,USER Yaudah maunya apa? Pantat panci?',yaudah maunya apa pantat panci
7204,USER Giliran bela Ahok yg tau kapir atau bukan cuma Tuhan. Tapi urusan sorga dia yg kapling.\n\n#LiberalKocak #inusGelo',giliran bela ahok yg tau kapir atau bukan cuma tuhan tapi urusan sorga dia yg kapling
7205,RT USER: Naib presiden PPBM â??Kantoikanâ?? DAP terima tajaan negara asing patutlah DAP paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk parti kantoi; #TolakPakatan; #TolakDap; #JomBN; #BersamaBN; #HebatkanNegaraku,naib presiden ppbm a kantoikana dap terima tajaan negara asing patutlah dap paling lantang tolak akta dana politik sebab mereka takut rahsia sumber duit untuk pai kantoi
7206,USER USER kalo saran gw mundur aja jalan yang terbaik,kalo saran gw mundur aja jalan yang terbaik
7207,RT USER: USER Rezim anti islam ... benar kan ! Gak bs dipungkiri lg ..,rezim anti islam benar kan gak bs dipungkiri lg
7208,"+ sendiri. \n\n\xe2\xa0\x80 \xe2\xa0\x80 \xe2\xa0\x80""Darren?"" Satu nama yang terlontar begitu saja. Manik sipit Arion membundar, antara percaya dan tidak. Ini terlalu aneh.\n\n[USER]'",sendiri darren satu nama yang terlontar begitu saja manik sipit arion membundar antara percaya dan tidak ini terlalu aneh
7209,"USER USER USER Dari segi pandang ini, maka satu agama tidak pantas untuk menganggap agama lain lebih irrational atau ga nyata. Krn sama2 irrational. Dgn demikian dr segi irrasionalitas, Yahudi, Kristen, Islam, Hindu, Animisme",dari segi pandang ini maka satu agama tidak pantas untuk menganggap agama lain lebih irrational atau ga nyata krn sama  irrational dgn demikian dr segi irrasionalitas yahudi kristen islam hindu animisme
7210,Lengserkan Rezim Jokowi secepatnya agar negara tdk semakin Hancur n Amburadul,lengserkan rezim jokowi secepatnya agar negara tdk semakin hancur n amburadul
7211,USER NAPA KALO UDAH TOLOL JANGAN DILIATIN TOLOLNYA JADI MALU2IN KAN WKWKWK',napa kalo udah tolol jangan diliatin tololnya jadi malu in kan wkwkwk
7212,"Yeu kunyuk mt gue kaga di bales, sok suci cuihWoosoeokJung'",yeu kunyuk mt gue kaga di bales sok suci cuihwoosoeokjung
7213,"USER USER USER Setuju ada Islam Nusantara, di Indonesia ada bbrp agama, skalian aja di buat Kristen Protestan Nusantara,Katolik Nusantara,Budha Nusantara,Hindu Nusantara dan agama lain ada Nusantaranya biar seragam dan NKRI gt loh,krna",setuju ada islam nusantara di indonesia ada bbrp agama skalian aja di buat kristen protestan nusantara katolik nusantara budha nusantara hindu nusantara dan agama lain ada nusantaranya biar seragam dan nkri gt loh krna
7214,"3. Kelompok di balik rezim ini merekayasa berbagai terorisme islam utk merusak citra islam dan indonesia; ; 4. Menuduh umat islam Indonesia militan, radikal, garis keras; 5. Menyudutkan islam melalui berbagai isu seperti LGBT dll; 6. Menuduh, mencurigai, i",  kelompok di balik rezim ini merekayasa berbagai terorisme islam utk merusak citra islam dan indonesia   menuduh umat islam indonesia militan radikal garis keras   menyudutkan islam melalui berbagai isu sepei lgbt dll   menuduh mencurigai i
7215,Bom djiaa',bom djiaa
